song_id,song_name,duration_ms,url,popularity,song_added,album_id,artist_id
5zCnGtCl5Ac5zlFHXaZmhy,"Sajni (From ""Laapataa Ladies"")",170044,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy,78,2024-12-17 12:28:50+00:00,3I3kZyHUtEA9Y59rJkxtk6,3PpjqSKBer3obW6lDflOBx
1hA697u7e1jX2XM8sWA6Uy,Apna Bana Le,261702,https://open.spotify.com/track/1hA697u7e1jX2XM8sWA6Uy,73,2024-12-17 12:28:53+00:00,1pw0xzpe4O0OMohBwau50L,1mBydYMVBECdDmMfE2sEUO
2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,314239,https://open.spotify.com/track/2cPUB8EOT6AfJ8oxhyoNXL,73,2024-12-17 16:01:01+00:00,381lOukp7nV59bJS13TkPe,1wRPtKGflJrBx9BmLsSwlU
0eCajpR75pDW0r64U6hP2x,Jo Tum Mere Ho,251813,https://open.spotify.com/track/0eCajpR75pDW0r64U6hP2x,83,2024-12-17 16:01:02+00:00,0upenH0uUT36nBbVM5mQhW,4gdMJYnopf2nEUcanAwstx
0TL0LFcwIBF5eX7arDIKxY,Husn,217894,https://open.spotify.com/track/0TL0LFcwIBF5eX7arDIKxY,77,2024-12-17 16:01:03+00:00,2SarxpD48O1DOiDIccyZ0W,4gdMJYnopf2nEUcanAwstx
1hlbywc8Jhl1FFqJxAMabE,Ishq,224842,https://open.spotify.com/track/1hlbywc8Jhl1FFqJxAMabE,73,2024-12-17 16:01:07+00:00,013jUXOfDFXnDMBetTdsiH,05etL4pzWd6TSv1x5WrlG3
